batch_size_50_x,batch_size_50_val_acc,batch_size_50_val_loss,batch_size_50_train_acc,batch_size_50_train_loss,batch_size_100_x,batch_size_100_val_acc,batch_size_100_val_loss,batch_size_100_train_acc,batch_size_100_train_loss,batch_size_250_x,batch_size_250_val_acc,batch_size_250_val_loss,batch_size_250_train_acc,batch_size_250_train_loss,batch_size_500_x,batch_size_500_val_acc,batch_size_500_val_loss,batch_size_500_train_acc,batch_size_500_train_loss
0.065,62.634730538922156,0.6722889035054953,65.26763381690846,0.6680093906819821,0.13,64.53093812375249,0.662416583182765,66.8784392196098,0.6563683369755745,0.325,67.92415169660678,0.6471616597402663,70.0200100050025,0.6391673602163792,0.65,69.36127744510978,0.6364477710290388,72.19609804902451,0.6222352057695388
0.1275,68.22355289421158,0.6363971398608519,71.05552776388194,0.6269584476947785,0.255,72.69461077844312,0.6123115724208308,74.60730365182592,0.6018452486395836,0.6375,74.35129740518963,0.5811067933127994,78.80940470235117,0.5618781037628651,1.65,78.36327345309381,0.5383373932404951,84.80740370185093,0.4978195995092392
0.19,73.77245508982035,0.601190440725572,76.3031515757879,0.5854385252296924,0.38,76.2874251497006,0.573125257211573,79.36968484242121,0.5521701323986054,0.95,77.8443113772455,0.5459089335941133,83.50175087543772,0.5136663746088743,2.65,79.50099800399201,0.5183846733786843,88.64432216108054,0.4530237354338169
0.2525,75.52894211576846,0.5751071268379098,79.1295647823912,0.5564484515786171,0.505,78.08383233532935,0.5466166226302877,82.38119059529765,0.5182949657738208,1.325,79.00199600798403,0.5319375537690663,86.92346173086543,0.477618158608675,3.65,79.14171656686626,0.513366008346731,91.77588794397198,0.4239754661917686
0.315,76.78642714570859,0.5569760805309409,80.90045022511255,0.5309953366965056,0.63,79.12175648702595,0.5380415384675942,84.57728864432217,0.5004196736216545,1.6375,79.46107784431138,0.5237403696491605,88.42921460730365,0.459038470312953,4.65,79.12175648702595,0.5176573151891882,93.73686843421712,0.4058383494615555
0.3775,77.46506986027944,0.5468563092227029,82.15107553776889,0.5161778406798839,0.755,79.58083832335329,0.5316314971914479,85.84292146073037,0.48697735399007797,1.95,80.07984031936128,0.5246002872784933,90.19509754877438,0.44495220445096495,5.65,78.40319361277444,0.5383241989395835,94.87743871935967,0.39252540841698647
0.44,78.10379241516966,0.5403419623870661,83.59179589794897,0.5057719715684652,0.88,78.94211576846307,0.5281235645799076,86.25312656328164,0.480413212031126,2.325,79.22155688622755,0.5159525729361034,90.95547773886943,0.43276524133980276,6.65,78.18363273453093,0.526094913482666,96.02301150575288,0.38103491589426997
0.5025,78.26347305389221,0.535299550778795,84.5472736368184,0.49634113676846026,1.13,80.03992015968063,0.522259931938321,88.69934967483742,0.45646718233823774,2.6375,79.32135728542914,0.5107817905289787,91.935967983992,0.42307074218988416,7.65,77.72455089820359,0.5175453695383939,96.67333666833417,0.3725946255028248
0.565,78.80239520958084,0.5313332187067165,85.36768384192096,0.4871549554169178,1.255,80.33932135728543,0.5155463762143079,89.29964982491245,0.44759253337979316,2.95,79.16167664670658,0.5135876806009383,92.1560780390195,0.4183659441769123,8.65,77.12574850299401,0.5300136587836526,97.31365682841421,0.36484207063913343
0.6275,79.3812375249501,0.5291435742142176,86.33316658329164,0.48255671344697476,1.38,79.52095808383234,0.5226392886217903,89.00950475237619,0.4460149450600147,3.325,79.00199600798403,0.5169150403567723,93.3616808404202,0.4074478853493929,9.65,77.06586826347305,0.5407433672384783,97.86893446723361,0.3586296282708645
0.69,79.8003992015968,0.5263434197052871,86.78839419709855,0.4767394828796387,1.505,79.76047904191617,0.5179214179515839,90.21010505252626,0.43745973870158195,3.6375,79.04191616766467,0.521222384203048,94.04202101050525,0.40058068335056307,,,,,
0.7525,79.44111776447106,0.5281797440925448,86.8984492246123,0.4740000745654106,1.63,80.1996007984032,0.5166529568971372,90.84542271135568,0.4329876992106438,3.95,78.82235528942115,0.5152288036687034,94.77738869434717,0.3947528634220362,,,,,
0.815,79.62075848303394,0.5262769392811426,87.60380190095047,0.46882797196507453,1.755,79.82035928143712,0.5155748204857695,91.52576288144073,0.4307346038520336,4.325,78.38323353293413,0.5192507235776811,94.92746373186593,0.3900080002844334,,,,,
0.8775,79.96007984031937,0.5230478024718785,88.75437718859429,0.4646042688190937,1.88,79.72055888223552,0.511684189824497,91.89594797398699,0.42627462014555934,4.6375,78.08383233532935,0.5249087001596179,94.92246123061531,0.38811999522149565,,,,,
0.94,79.10179640718563,0.5308041846988225,87.88394197098549,0.46845177091658113,2.13,79.50099800399201,0.516901084021026,92.42121060530265,0.41658265352249146,4.95,78.02395209580838,0.521521657705307,95.91795897948974,0.38101758249104023,,,,,
1.065,79.76047904191617,0.5191652069587519,89.29964982491245,0.4495829465985298,2.255,79.60079840319361,0.515056403244243,92.83141570785392,0.41097349762916563,5.325,78.16367265469061,0.5217538816588265,96.15807903951976,0.37672767862677575,,,,,
1.1275,80.03992015968063,0.5147475190091841,89.9399699849925,0.4413004230707884,2.38,78.50299401197604,0.5184103665398616,92.06603301650826,0.4118193708360195,5.6375,77.88423153692615,0.522274211758659,96.35317658829415,0.37330704368650913,,,,,
1.19,79.14171656686626,0.5202412504960995,89.52976488244121,0.4408224295079708,2.505,78.90219560878243,0.5168411988838046,93.1815907953977,0.40469883114099503,5.95,77.76447105788424,0.526292853412174,96.98849424712355,0.36938062533736227,,,,,
1.2525,79.50099800399201,0.5160740442795329,89.93496748374187,0.43588384583592416,2.63,79.12175648702595,0.5147559081806856,93.49174587293646,0.40276313975453376,6.325,77.42514970059881,0.5374675932384673,96.67333666833417,0.36842437870800493,,,,,
1.315,79.42115768463074,0.5174251322699065,90.29014507253626,0.43262331426143646,2.755,78.98203592814372,0.5174963748922535,93.78689344672337,0.40147005558013915,6.6375,77.46506986027944,0.5285694741067433,97.22361180590295,0.36379290260374547,,,,,
1.3775,79.24151696606786,0.5162327584653797,90.55027513756879,0.4304428998380899,2.88,78.22355289421158,0.5169512728850046,93.57178589294648,0.4019136829674244,6.95,77.44510978043913,0.5249950474216825,97.45872936468234,0.36120590604841707,,,,,
1.44,78.42315369261478,0.5245319324554784,89.98999499749875,0.43416484706103803,3.13,77.90419161676647,0.5234872026770723,93.911955977989,0.39695893347263334,7.325,76.68662674650699,0.5433692946320489,97.63881940970485,0.35894154384732246,,,,,
1.5025,79.22155688622755,0.5155254384078601,91.2256128064032,0.4273052049428225,3.255,77.98403193612775,0.520003979696947,93.89694847423712,0.39400844782590866,7.6375,77.14570858283433,0.5337602623871395,97.56378189094548,0.3576292786747217,,,,,
1.565,79.7005988023952,0.5162957160189601,91.18059029514757,0.42570914819836614,3.38,78.10379241516966,0.5230495970623166,94.11205602801401,0.3914563162624836,7.95,76.7065868263473,0.5315188552652087,98.15407703851926,0.35339396372437476,,,,,
1.6275,78.9620758483034,0.5184031441660211,91.46073036518258,0.4263617291301489,3.505,77.56487025948104,0.5263282715105543,94.17708854427214,0.3900205861032009,8.325,76.68662674650699,0.5334211914312272,98.14907453726863,0.35165032632648946,,,,,
1.69,79.56087824351297,0.5178098536954068,91.67083541770886,0.4248444687575102,3.63,77.68463073852296,0.5254606417581147,94.72736368184093,0.3872751639783382,8.6375,76.44710578842316,0.5369161736397516,98.16908454227114,0.3506927415728569,,,,,
1.7525,78.90219560878243,0.5211639619699799,91.37068534267134,0.42750472761690617,3.755,77.56487025948104,0.5243169706241757,94.04202101050525,0.390538899153471,8.95,76.32734530938124,0.5365775085630871,98.36918459229615,0.3481847871094942,,,,,
1.815,79.52095808383234,0.5185982658721433,91.99099549774887,0.4241360856592655,3.88,78.16367265469061,0.520169300775902,95.01750875437719,0.3853982201218605,9.325,76.40718562874251,0.5321767514660245,98.53426713356679,0.3457877829670906,,,,,
1.8775,78.70259481037924,0.5186281198322182,91.64082041020511,0.42504556141793726,4.13,77.76447105788424,0.5207126479522854,95.56278139069535,0.37974585354328155,9.6375,76.02794411177645,0.5395028051875886,98.4592296148074,0.345664469152689,,,,,
1.94,78.64271457085829,0.5217336758528606,91.88594297148575,0.4240721380710602,4.255,77.7445109780439,0.5288345720253739,95.73786893446723,0.37725166484713557,9.95,75.74850299401197,0.544971193586077,98.74437218609305,0.34300815835595133,,,,,
2.065,79.10179640718563,0.5160404824384368,92.85142571285643,0.4130030673742294,4.38,77.78443113772455,0.5255834951120264,95.85792896448224,0.37477759435772895,,,,,,,,,,
2.1275,79.08183632734531,0.5156389589947049,92.60630315157579,0.4115140999108553,4.505,77.70459081836327,0.5251497930171443,95.97298649324662,0.37283277869224546,,,,,,,,,,
2.19,78.58283433133732,0.5206503351726154,92.75137568784392,0.409013379663229,4.63,77.12574850299401,0.5295161955496844,95.97798899449725,0.3723810335993767,,,,,,,,,,
2.2525,78.6626746506986,0.5186243316914776,93.3416708354177,0.40357682123780253,4.755,76.56686626746507,0.53452888657065,95.46273136568284,0.37543462857604026,,,,,,,,,,
2.315,78.562874251497,0.5194853172443881,92.77138569284642,0.40309692583978174,4.88,77.02594810379242,0.5316867442692027,96.63331665832916,0.36823214128613474,,,,,,,,,,
2.3775,78.58283433133732,0.5195927770421056,93.43171585792896,0.39959297895431517,5.13,76.86626746506985,0.5328806276414909,96.5632816408204,0.36756556496024134,,,,,,,,,,
2.44,78.562874251497,0.5185642510947615,93.50175087543772,0.3982030755281448,5.255,77.06586826347305,0.5326934725630517,96.48824412206103,0.36728939682245254,,,,,,,,,,
2.5025,77.98403193612775,0.5232112189330677,93.1415707853927,0.4016099648922682,5.38,76.8063872255489,0.5326967993203331,96.86343171585793,0.3638823984563351,,,,,,,,,,
2.565,77.68463073852296,0.5216240245516938,93.70685342671335,0.3986071866750717,5.505,76.62674650698602,0.5365716394256143,96.11805902951475,0.3682245709002018,,,,,,,,,,
2.6275,78.62275449101796,0.5177998716878419,93.74187093546773,0.39762286230921745,5.63,77.14570858283433,0.5348592388863657,96.86843421710856,0.36254378005862237,,,,,,,,,,
2.69,78.20359281437126,0.5248156777112791,93.41670835417709,0.3999978316575289,5.755,76.92614770459082,0.5324311770644843,96.67333666833417,0.36239274322986603,,,,,,,,,,
2.7525,78.32335329341318,0.5206268683518513,93.89694847423712,0.3968660297244787,5.88,76.42714570858283,0.5316716035207113,96.82841420710355,0.36241733118891717,,,,,,,,,,
2.815,78.30339321357286,0.5197870032031937,93.98699349674837,0.3966787157952785,6.13,77.2055888223553,0.5299878120422363,97.2536268134067,0.35808179318904876,,,,,,,,,,
2.8775,78.54291417165669,0.5218291285604534,94.3871935967984,0.3948638211935759,6.255,76.48702594810379,0.5326634107851514,97.33866933466733,0.3569782003760338,,,,,,,,,,
2.94,78.6626746506986,0.5187184612939854,94.60230115057529,0.3940711149573326,6.38,76.42714570858283,0.5392172441763037,97.2536268134067,0.3563567455112934,,,,,,,,,,
3.065,78.26347305389221,0.5223100433255187,94.87243621810906,0.391091278642416,6.505,76.6067864271457,0.532752159763785,97.57878939469735,0.35393389001488684,,,,,,,,,,
3.1275,78.18363273453093,0.5210952171594789,94.85742871435718,0.38779950991272927,6.63,76.24750499001996,0.5367710087813583,97.6088044022011,0.3538526332378387,,,,,,,,,,
3.19,77.64471057884232,0.5209894469468901,94.73736868434217,0.38616625651717185,6.755,76.06786427145708,0.5400689291019066,97.55877938969485,0.35408066377043723,,,,,,,,,,
3.2525,78.18363273453093,0.5211515680398091,94.77238619309655,0.3838910523802042,6.88,75.1497005988024,0.5436217019370958,97.21860930465233,0.3559709325432777,,,,,,,,,,
3.315,77.80439121756487,0.5246844203165262,94.91245622811405,0.38264124557375906,7.13,75.72854291417165,0.537927566205754,98.05902951475738,0.3493726098537445,,,,,,,,,,
3.3775,77.08582834331337,0.5301865398293675,93.98699349674837,0.38965885415673257,7.255,75.72854291417165,0.5410294585368213,97.99399699849926,0.3485985527932644,,,,,,,,,,
3.44,77.66467065868264,0.5269750285856795,95.04252126063031,0.3812426905333996,7.38,75.70858283433134,0.5380119476832596,97.95397698849425,0.3478229683637619,,,,,,,,,,
3.5025,76.12774451097805,0.5370110503517755,93.38169084542271,0.3936545383930206,7.505,75.80838323353294,0.5404399195138145,97.95897948974488,0.3473964412510395,,,,,,,,,,
3.565,77.44510978043913,0.5272142190744381,95.0375187593797,0.3814767072349787,7.63,75.70858283433134,0.5407833620613697,97.89394697348675,0.3475318016111851,,,,,,,,,,
3.6275,77.38522954091816,0.5278841454793911,94.57728864432217,0.38341628946363926,7.755,75.92814371257485,0.5398393892774395,98.17408704352177,0.34574814528226855,,,,,,,,,,
3.69,77.30538922155688,0.5285048532013846,94.83741870935468,0.3834557370841503,7.88,75.68862275449102,0.5423727012148091,98.13906953476739,0.34593605890870094,,,,,,,,,,
3.7525,77.60479041916167,0.5288617366021222,94.86743371685843,0.3842671340703964,8.13,75.42914171656686,0.5447695594207913,98.2391195597799,0.3454585388302803,,,,,,,,,,
3.815,77.34530938123753,0.5282102684573372,94.93746873436719,0.38458093523979187,8.255,75.6686626746507,0.5458003282546997,98.34417208604302,0.34368510350584985,,,,,,,,,,
3.8775,77.68463073852296,0.5263495905564564,95.53776888444222,0.38032295227050783,8.38,75.86826347305389,0.5480448305606842,98.43921960980491,0.34210695549845693,,,,,,,,,,
3.94,77.48502994011976,0.5259034365120501,95.5727863931966,0.3805010401457548,8.505,75.18962075848303,0.5519306753195968,98.46923461730866,0.3418488916754723,,,,,,,,,,
4.065,77.82435129740519,0.5256521530670695,95.83291645822912,0.37711589425802233,8.63,75.00998003992017,0.5458741094551834,98.24412206103051,0.3427023148536682,,,,,,,,,,
4.1275,77.60479041916167,0.5268388201694677,95.90295147573786,0.3742933613061905,8.755,75.02994011976048,0.5531251202611362,98.50925462731365,0.34071170806884765,,,,,,,,,,
4.19,77.16566866267465,0.5301715858501963,95.17258629314658,0.378143178075552,8.88,75.12974051896208,0.5484134624986088,98.36918459229615,0.34189831152558325,,,,,,,,,,
4.2525,77.64471057884232,0.5325769823376495,95.85792896448224,0.37294424332678316,9.13,74.91017964071857,0.5528028782676248,98.49424712356178,0.3400174328684807,,,,,,,,,,
4.315,77.50499001996008,0.5294997969476303,95.99799899949976,0.3708993009477854,9.255,75.1497005988024,0.5492150257615482,98.77938969484742,0.33792687505483626,,,,,,,,,,
4.3775,77.54491017964072,0.5286877704138803,96.01300650325163,0.3704702292382717,9.38,75.02994011976048,0.5505468208415836,98.78439219609805,0.3366695646941662,,,,,,,,,,
4.44,77.42514970059881,0.5314786198115585,95.91795897948974,0.37011258125305174,9.505,74.53093812375249,0.5532169569941128,98.50425212606304,0.33911087200045587,,,,,,,,,,
4.5024999999999995,77.68463073852296,0.5273531622225696,96.09304652326163,0.3695603810995817,9.63,74.9500998003992,0.5526434019500134,98.65932966483241,0.3365100611746311,,,,,,,,,,
4.5649999999999995,77.26546906187625,0.5273051852046853,96.07303651825913,0.3696624055504799,9.755,74.89021956087825,0.5509357341364318,98.86443221610806,0.33537431836128234,,,,,,,,,,
4.6274999999999995,76.92614770459082,0.5306148000872961,96.30815407703852,0.3677042391896248,9.88,74.6506986027944,0.5522194796917486,98.27413706853427,0.3402008628845215,,,,,,,,,,
4.6899999999999995,77.22554890219561,0.5305543887143088,96.30815407703852,0.36821912296116355,,,,,,,,,,,,,,,
4.7524999999999995,76.98602794411178,0.5311859999552812,96.44322161080541,0.36742319151759145,,,,,,,,,,,,,,,
4.8149999999999995,76.0878243512974,0.5394095607323222,95.4527263631816,0.3749655520170927,,,,,,,,,,,,,,,
4.8774999999999995,76.78642714570859,0.5328455735551249,96.26813406703351,0.3690132677555084,,,,,,,,,,,,,,,
4.9399999999999995,77.08582834331337,0.5309181915651454,96.66833416708354,0.3677238132804632,,,,,,,,,,,,,,,
5.065,76.76646706586827,0.5320147169698582,96.77338669334668,0.3652867038547993,,,,,,,,,,,,,,,
5.1275,76.72654690618762,0.5347122089697582,96.90345172586294,0.36272424325346947,,,,,,,,,,,,,,,
5.19,76.62674650698602,0.5331253719211805,96.89344672336168,0.36105613119900226,,,,,,,,,,,,,,,
5.2525,76.56686626746507,0.5357107703048404,96.72836418209104,0.36100323259830475,,,,,,,,,,,,,,,
5.315,75.76846307385229,0.5389619502100614,96.68334167083542,0.36176831476390364,,,,,,,,,,,,,,,
5.3775,76.22754491017965,0.5386346956290821,96.68334167083542,0.36131849929690363,,,,,,,,,,,,,,,
5.44,76.34730538922156,0.5362310011198025,96.84342171085542,0.3592228642106056,,,,,,,,,,,,,,,
5.5024999999999995,76.16766467065868,0.5362644228014616,96.7783891945973,0.35995610162615777,,,,,,,,,,,,,,,
5.5649999999999995,75.94810379241517,0.5380422564426272,96.7983991995998,0.35968574061989783,,,,,,,,,,,,,,,
5.6274999999999995,76.187624750499,0.5373548045016752,96.80340170085043,0.35921138621866705,,,,,,,,,,,,,,,
5.6899999999999995,75.68862275449102,0.5412800731045184,96.29314657328665,0.3635994220525026,,,,,,,,,,,,,,,
5.7524999999999995,76.34730538922156,0.5363255420533737,97.00850425212606,0.35771935023367407,,,,,,,,,,,,,,,
5.8149999999999995,76.56686626746507,0.5347651862862086,96.94847423711856,0.35774098940193655,,,,,,,,,,,,,,,
5.8774999999999995,75.90818363273453,0.5396000893399266,96.18309154577288,0.36462677247822284,,,,,,,,,,,,,,,
5.9399999999999995,76.187624750499,0.5371109267862717,97.12356178089044,0.35829901359975336,,,,,,,,,,,,,,,
6.065,76.16766467065868,0.536081980655689,97.2536268134067,0.3575188121944666,,,,,,,,,,,,,,,
6.1275,76.36726546906188,0.5363715541834878,97.34367183591796,0.35549287796020507,,,,,,,,,,,,,,,
6.19,76.76646706586827,0.5341705355313745,97.26863431715859,0.35503736048936846,,,,,,,,,,,,,,,
6.2525,75.82834331337325,0.5401989177312001,96.91345672836418,0.3573569845408201,,,,,,,,,,,,,,,
6.315,75.94810379241517,0.540861423062806,97.20360180090044,0.35471826113760474,,,,,,,,,,,,,,,
6.3775,76.22754491017965,0.5380892133948827,97.29864932466234,0.35362090304493904,,,,,,,,,,,,,,,
6.44,76.64670658682634,0.5355823355736119,97.44372186093047,0.35191858395934106,,,,,,,,,,,,,,,
6.5024999999999995,76.78642714570859,0.5376968646403586,97.43871935967984,0.35139103308320047,,,,,,,,,,,,,,,
6.5649999999999995,76.56686626746507,0.5344947915856201,97.43871935967984,0.3507107184827328,,,,,,,,,,,,,,,
6.6274999999999995,76.44710578842316,0.5362830271225164,97.38869434717358,0.3509679724276066,,,,,,,,,,,,,,,
6.6899999999999995,76.14770459081836,0.5373950290797961,97.31865932966483,0.3513941493630409,,,,,,,,,,,,,,,
6.7524999999999995,75.76846307385229,0.5413098650993687,97.36868434217108,0.35299074709415434,,,,,,,,,,,,,,,
6.8149999999999995,76.20758483033931,0.5402118165304165,97.20360180090044,0.3532138551026583,,,,,,,,,,,,,,,
6.8774999999999995,76.02794411177645,0.5397603553120452,97.18359179589795,0.3536440122872591,,,,,,,,,,,,,,,
6.9399999999999995,75.72854291417165,0.5415634542408556,97.51875937968984,0.3512695873528719,,,,,,,,,,,,,,,
7.065,75.86826347305389,0.5432986956421691,97.47373686843422,0.35116310730576517,,,,,,,,,,,,,,,
7.1275,75.58882235528942,0.5455008314387633,97.82391195597799,0.348416336402297,,,,,,,,,,,,,,,
7.19,76.12774451097805,0.5425086458130638,97.86393196598299,0.34799240171909335,,,,,,,,,,,,,,,
7.2525,75.96806387225548,0.5408770607249571,97.57378689344672,0.34924620769917963,,,,,,,,,,,,,,,
7.315,75.30938123752495,0.5459177880594046,97.82391195597799,0.34709826447069647,,,,,,,,,,,,,,,
7.3775,76.16766467065868,0.5427059829235077,97.80890445222612,0.34619990080595014,,,,,,,,,,,,,,,
7.44,75.92814371257485,0.5427454273299416,97.86893446723361,0.3461855286359787,,,,,,,,,,,,,,,
7.5024999999999995,75.50898203592814,0.5451458937460834,97.93896948474237,0.3451217370480299,,,,,,,,,,,,,,,
7.5649999999999995,74.91017964071857,0.5509529668505829,96.99349674837418,0.3529753720760345,,,,,,,,,,,,,,,
7.6274999999999995,75.60878243512974,0.5466108357552255,97.60380190095047,0.34830686181783677,,,,,,,,,,,,,,,
7.6899999999999995,74.3313373253493,0.5540544328713181,96.35317658829415,0.35631481058895587,,,,,,,,,,,,,,,
7.7524999999999995,74.87025948103792,0.5491918983435867,97.40870435217609,0.34914943888783456,,,,,,,,,,,,,,,
7.8149999999999995,74.99001996007983,0.5491197495767386,97.77388694347174,0.34742843359708786,,,,,,,,,,,,,,,
7.8774999999999995,75.08982035928143,0.5500528750443222,97.82891445722862,0.3472542893141508,,,,,,,,,,,,,,,
7.9399999999999995,74.79041916167665,0.5509101674698367,97.5687843921961,0.34886855989694593,,,,,,,,,,,,,,,
8.065,74.67065868263474,0.5512406020471365,97.73386693346673,0.3474460602551699,,,,,,,,,,,,,,,
8.1275,74.93013972055888,0.5498005488131306,97.903951975988,0.34482952028512953,,,,,,,,,,,,,,,
8.19,75.32934131736526,0.5472822962421002,97.95397698849425,0.3433693838119507,,,,,,,,,,,,,,,
8.2525,75.42914171656686,0.5466598865419331,98.10905452726364,0.342503407523036,,,,,,,,,,,,,,,
8.315,75.32934131736526,0.5496430054749593,98.09404702351176,0.34237159937620165,,,,,,,,,,,,,,,
8.3775,74.87025948103792,0.5483559110377094,98.02901450725362,0.34234255999326707,,,,,,,,,,,,,,,
8.44,75.08982035928143,0.5502186913301449,97.95397698849425,0.34234812259674074,,,,,,,,,,,,,,,
8.5025,75.42914171656686,0.548441605697764,97.75887943971986,0.34407644875347615,,,,,,,,,,,,,,,
8.565,74.61077844311377,0.5554700682658961,97.83391695847924,0.3438477613031864,,,,,,,,,,,,,,,
8.6275,75.26946107784431,0.5489216080986627,98.19409704852426,0.3403901118785143,,,,,,,,,,,,,,,
8.69,75.08982035928143,0.5491937289733698,98.07903951975987,0.341909531801939,,,,,,,,,,,,,,,
8.7525,74.53093812375249,0.5554012535232129,97.95397698849425,0.3424362773448229,,,,,,,,,,,,,,,
8.815,75.16966067864271,0.5506064201345539,98.35417708854428,0.3397687667608261,,,,,,,,,,,,,,,
8.8775,74.29141716566866,0.5545434836703952,98.26413206603301,0.34098666660487653,,,,,,,,,,,,,,,
8.94,74.750499001996,0.5507141077282405,98.15907953976989,0.3413133588433266,,,,,,,,,,,,,,,
9.065,75.10978043912175,0.5514269553788818,98.04902451225612,0.34165990583598616,,,,,,,,,,,,,,,
9.1275,74.77045908183632,0.5490914831067076,98.28914457228615,0.33954334288835525,,,,,,,,,,,,,,,
9.19,74.77045908183632,0.5541443267081043,97.97398699349675,0.3423609973490238,,,,,,,,,,,,,,,
9.2525,74.8502994011976,0.5513324227073405,98.24912456228114,0.33875453419983387,,,,,,,,,,,,,,,
9.315,74.63073852295409,0.5552173988653881,98.3391695847924,0.33795955777168274,,,,,,,,,,,,,,,
9.3775,74.57085828343314,0.554701281065988,98.18409204602301,0.33999683685600757,,,,,,,,,,,,,,,
9.44,74.750499001996,0.5545572756540658,98.38919459729865,0.33730837106704714,,,,,,,,,,,,,,,
9.5025,74.51097804391217,0.5530306673285985,98.44422211105552,0.33696898326277736,,,,,,,,,,,,,,,
9.565,74.49101796407186,0.5553871216160235,98.25912956478238,0.338484834805131,,,,,,,,,,,,,,,
9.6275,74.35129740518963,0.5557201811582735,98.0040020010005,0.34059741131961346,,,,,,,,,,,,,,,
9.69,74.73053892215569,0.5519796388574166,98.57928964482241,0.33623001135885716,,,,,,,,,,,,,,,
9.7525,75.0499001996008,0.549792899058597,98.10405202601301,0.34013954989612105,,,,,,,,,,,,,,,
9.815,74.59081836327346,0.5573137249096786,97.87893946973487,0.3414458329975605,,,,,,,,,,,,,,,
9.8775,74.83033932135729,0.5535087856915918,98.56428214107054,0.3360703281313181,,,,,,,,,,,,,,,
9.94,74.59081836327346,0.5556655977622117,98.53926963481742,0.3363894207775593,,,,,,,,,,,,,,,
